PositionTitle#cat_name_profile#cat_name_subprofile
Software Engineer#Developer#C/Embedded
IT Department Intern#Help Desk & Support#1-line of support
IT Business Analyst#Analyst/Consultant#Business
Senior RPA Developer#Developer#RPA
Test and Analysis Engineer#Testing & QA#Manual Tester
Junior Test & Analysis Engineer | Młodszy Inżynier ds. testów i analiz#Testing & QA#Manual Tester
Intern | Stażysta#Testing & QA#Manual Tester
Senior Software Engineer#Developer#C++
Junior Test and Analysis Engineer#Testing & QA#Manual Tester
Test & Analysis Engineer | Inżynier ds. testów i analiz#Testing & QA#Test Automation
DevOps Specialist#Administrator#DevOps
Cloud DevOps Engineer#Administrator#DevOps
MOBILE APP TESTER#Testing & QA#Manual Tester
SOFTWARE TESTER#Testing & QA#Manual Tester
SOFTWARE TESTER#Testing & QA#Manual Tester
DevOps Engineer#Administrator#DevOps
Senior Test Development Engineer#Testing & QA#Manual Tester
Junior IT Support Specialist | Młodszy Specjalista ds. wsparcia IT#Help Desk & Support#1-line of support
Quality Assurance Engineer#Testing & QA#Test Automation
IT Support Specialist#Help Desk & Support#1-line of support
Junior IT Support Specialist#Help Desk & Support#1-line of support
Intern | Stażysta#Help Desk & Support#1-line of support
Senior Software Engineer#Developer#.NET
ML Ops Engineer#Administrator#DevOps
Python / Unix Developer#Developer#Python
iOS Developer#Developer#iOS
Senior Software Development Engineer#Developer#C++
Programmer#Developer#.NET
Software Development Engineer#Developer#C++
"Junior/Mid C# Developer"#Developer#.NET
Software .NET Developer / Software .NET Developer in CAD system#Developer#.NET
Control Systems Engineer | Inżynier systemów sterowania#Engineering#Control Engineer
Intern Java Developer#Developer#JAVA
Full Stack Developer#Developer#.NET
FullStack .NET Developer#Developer#.NET
Intern#Developer#JAVA
Computational Linguist#Developer#AI/ML
Computational Linguist#Developer#AI/ML
Quality Assurance Specialist#Testing & QA#Manual Tester
Software Engineer | Inżynier ds. oprogramowania#Developer#.NET
Embedded software Engineer#Developer#C/Embedded
Software Engineer#Developer#C/Embedded
DevOps Engineer#Administrator#DevOps
Fullstack Developer (Contractor at S&P Global)#Developer#Python
Senior/Lead Backend Engineer#Developer#Python
Engineering Intern#Developer#C++
Front-end Team Lead#Developer#Front-end
PROGRAMMER / BPM CONSULTANT#Developer#.NET
programmer#Developer#.NET
Software Engineer#Developer#C/Embedded
Senior software engineer (.NET)#Developer#.NET
Lead software engineer (.NET)#Developer#.NET
Senior software engineer (.NET)#Developer#.NET
Software engineer (.NET)#Developer#.NET
Software engineer (.NET)#Developer#.NET
Backend/frontend developer#Developer#.NET
Software Engineer#Developer#.NET
Sr. Test Engineer#Testing & QA#Test Automation
Test Engineer#Testing & QA#Test Automation
Software Test Engineer#Testing & QA#Test Automation
Embedded Developer#Developer#C/Embedded
Domain Leader / Team Manager#Management#IT
HTML Email Developer#Developer#Front-end
Software Developer#Developer#Golang
SENIOR QA ENGINEER / TEAM LEADER / PROJECT MANAGER#Testing & QA#Manual Tester
Senior Developer#Developer#.NET
Financial Crime Senior Risk Advisor#Analyst/Consultant#AML/KYC
KYC Advisory - AVP#Analyst/Consultant#AML/KYC
Pre Trade Services Europe - Senior Analyst#Analyst/Consultant#AML/KYC
Database Developer#Developer#PL/SQL
Test Development Engineer#Testing & QA#Test Automation
Senior Business Data Analyst#Analyst/Consultant#Business
Software Engineer#Developer#JAVA
Software Engineer#Developer#JAVA
Software Engineer#Developer#JAVA
Software Engineer#Developer#JAVA
Software Engineer, Software Manager#Developer#JAVA
Junior Test Development Engineer#Testing & QA#Test Automation
Junior Test Development Engineer#Testing & QA#Test Automation
Financial Analyst#Back office & BPO#Finance
C++/Qt developer#Developer#C++
Software Engineer#Developer#C++
